R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,education,major
3,1,1,4,1,3,3,1,5,3,4,4,4,2,4,5,1,2,4,5,4,4,4,5,4,4,3,3,3,4,5,4,1,3,3,5,3,3,1,3,3,3,1,3,4,4,1,1,3,Psychology
1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,5,1,5,1,1,5,5,1,5,5,5,1,3,Psychology
1,3,1,4,2,4,2,2,5,4,4,5,4,5,4,5,4,3,4,5,5,5,2,4,5,2,4,5,4,2,1,1,1,4,2,2,2,4,2,5,1,2,2,2,2,3,2,3,2,pharmacy
5,5,1,1,5,1,5,5,5,5,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,1,1,1,1,5,4,design
1,1,1,3,2,2,1,1,3,4,2,3,3,4,2,3,5,5,5,3,3,5,3,4,5,5,3,3,4,3,3,4,4,2,2,2,3,3,3,3,1,2,3,2,4,2,4,2,3,Commerce
1,4,1,2,1,2,1,4,3,4,4,3,3,3,2,3,4,5,4,4,4,4,3,5,4,5,4,3,4,3,4,3,3,2,4,4,1,3,1,3,1,4,1,1,3,3,1,1,3,economics
3,4,1,1,1,3,2,1,3,4,2,4,4,3,2,1,2,4,0,4,4,4,3,4,4,5,4,5,4,4,4,2,5,3,5,2,2,5,4,5,3,1,1,1,1,2,2,1,3,Law
3,2,3,3,2,3,2,1,5,5,2,5,5,5,2,1,5,3,1,1,3,3,1,1,2,5,5,3,5,5,5,5,2,2,2,3,2,2,1,3,2,3,1,2,1,1,1,1,4,Chemistry
1,1,1,3,3,3,3,3,3,5,3,3,3,5,3,4,5,3,3,4,2,5,1,3,3,5,5,5,5,5,5,5,3,3,3,1,5,3,3,4,3,3,1,3,3,3,4,3,2,civil engineering
4,1,2,4,1,5,1,4,5,5,5,5,5,5,5,4,2,4,4,3,4,1,3,4,4,5,3,5,4,5,5,4,4,2,4,5,4,3,4,4,1,3,1,2,4,3,1,1,3,Biology
5,5,4,3,2,4,3,3,5,5,4,3,3,4,3,3,4,4,5,4,5,3,2,4,5,3,4,4,4,4,4,3,3,4,3,3,3,3,5,4,1,4,2,3,1,3,2,2,4,engineering
4,1,4,1,3,2,3,2,5,5,5,4,4,4,4,4,4,4,3,4,5,5,2,4,4,5,3,1,5,3,4,2,1,2,4,3,3,2,1,3,1,2,1,3,2,1,3,3,3,Marketing
1,1,2,0,2,3,2,2,5,4,4,5,5,4,5,3,1,1,2,1,1,2,1,1,3,4,2,4,4,1,3,3,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,3,3,exercise science
4,1,1,4,1,3,3,1,3,4,2,2,1,1,2,1,5,4,1,5,5,4,3,5,5,5,3,3,5,4,5,4,1,1,5,1,4,1,1,1,5,3,5,5,1,3,1,3,4,kannada
4,1,1,5,5,1,1,1,5,1,3,5,5,3,4,1,3,1,2,4,4,5,4,1,3,5,1,3,1,1,1,1,3,1,3,1,3,1,1,1,4,1,1,1,3,3,1,1,2,génie civile
3,3,1,4,1,3,2,3,5,5,5,4,5,4,3,4,1,4,1,4,4,5,1,3,5,3,3,4,3,3,5,3,2,1,2,1,3,2,1,5,1,2,2,1,3,3,1,2,3,Food technology
2,1,2,2,1,2,2,1,2,4,3,4,3,4,3,1,2,2,4,4,4,4,2,1,4,3,4,4,4,5,4,2,4,2,2,4,4,4,3,1,2,2,3,2,3,4,3,1,2,Political Science 
5,3,1,3,1,2,2,3,4,4,2,4,2,3,2,2,1,1,3,4,1,2,2,2,4,4,2,4,3,4,3,3,3,2,2,1,5,2,4,2,2,2,2,2,3,1,3,2,2,Business
3,2,1,2,2,3,3,4,5,4,2,4,1,3,3,2,5,5,5,5,4,4,5,5,4,5,5,3,3,5,3,3,3,4,5,4,4,5,4,4,4,3,2,3,2,3,4,3,2,Criminal Justice
4,4,1,1,1,1,1,1,5,5,5,5,5,5,4,1,4,1,1,1,1,3,1,1,5,4,5,3,5,1,3,4,1,2,1,4,2,1,3,2,2,1,4,1,4,4,1,1,4,Law
4,4,3,4,2,4,3,3,4,4,4,4,3,4,4,4,5,4,3,4,4,5,5,4,4,5,3,4,4,3,4,3,3,3,4,2,4,2,2,2,3,3,4,3,3,4,2,2,3,IT
5,2,3,5,5,5,5,2,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,1,2,4,4,4,5,5,5,5,3,5,3,3,5,3,1,5,3,3,2,Marketing
4,2,4,4,1,4,4,5,2,1,1,1,1,1,0,2,2,1,2,4,4,5,5,4,4,1,4,4,4,4,5,4,2,1,2,2,5,1,2,5,2,2,2,2,2,5,4,1,4,Criminal Justice
2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,4,4,5,5,4,4,4,4,4,2,4,5,4,2,2,3,4,2,4,4,4,2,4,1,1,1,2,1,1,1,1,3,Psychology
2,4,1,2,2,3,2,4,4,4,4,4,4,4,3,4,3,3,5,4,4,4,4,4,3,5,5,4,5,5,4,4,2,2,3,3,4,3,4,4,2,3,2,3,3,2,2,3,2,Security and Intel/ Russian
3,1,1,1,1,1,1,1,4,5,5,5,5,5,5,3,1,5,5,3,5,5,5,5,5,4,5,4,5,4,3,3,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,3,psychology
2,2,1,1,1,1,1,1,4,4,3,4,4,4,4,1,5,5,3,5,5,5,2,4,5,5,5,5,5,5,5,3,3,3,4,5,5,3,3,2,1,4,1,2,1,1,1,1,2,Psychology 
1,1,1,1,1,1,1,1,5,2,2,5,3,1,3,1,1,1,1,1,1,2,1,1,1,2,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Health Sciences
3,1,1,1,1,1,1,1,5,2,2,5,1,1,1,1,1,1,2,1,1,2,1,1,4,5,3,4,3,2,2,4,1,3,1,1,4,2,1,1,2,1,1,3,2,1,1,2,3,Strength and Conditioning 
3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,2,2,1,4,2,3,2,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,Physical Education
4,2,1,1,1,1,1,1,5,4,2,4,2,4,3,4,3,3,1,1,1,2,5,1,3,3,5,5,4,4,4,1,1,4,1,3,1,2,1,1,4,5,2,3,3,3,2,3,2,Psychology
3,2,1,1,2,2,2,1,5,5,5,5,5,5,5,5,3,1,1,1,3,5,1,2,5,4,5,3,5,5,5,4,2,2,1,2,2,2,3,2,3,2,1,4,2,5,1,5,3,Pyschology
3,2,2,3,1,2,2,2,4,4,4,2,2,3,2,4,5,3,1,3,4,5,4,2,2,4,2,2,4,3,2,2,1,3,3,2,3,3,3,3,2,3,3,4,2,3,4,4,2,Air Transportation
3,4,1,1,1,1,1,1,2,5,5,2,3,5,4,1,2,2,4,4,3,3,1,3,5,5,5,4,5,5,5,4,3,4,5,3,3,2,4,5,2,4,2,2,1,2,1,2,2,Education
2,2,1,2,1,1,1,1,3,4,4,3,4,4,3,2,3,4,5,5,5,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,Visual Arts
4,5,5,5,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,3,4,1,2,4,2,5,2,3,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Electrical
2,1,2,2,2,2,2,1,3,4,4,4,4,3,3,3,5,3,5,5,5,4,4,5,4,5,4,4,5,4,2,4,2,2,5,5,4,5,3,3,2,2,3,3,1,3,2,3,4,counseling
4,2,1,4,2,3,3,2,4,4,4,3,4,4,4,3,4,3,4,3,4,3,4,4,3,4,4,4,3,3,5,2,1,2,1,2,1,2,3,2,2,2,1,2,1,3,3,3,4,psychology
5,4,2,5,3,5,5,5,5,2,1,4,4,3,3,5,3,2,1,1,2,4,1,2,3,1,4,4,3,1,5,1,2,4,3,2,3,4,3,5,3,5,4,2,4,4,2,2,2,management
3,1,1,4,1,1,4,1,4,2,2,2,3,2,4,4,2,3,2,2,2,1,1,1,5,4,4,1,4,3,3,3,3,4,5,2,4,4,4,4,4,5,5,5,5,5,5,5,3,Education
5,4,2,5,3,4,4,2,4,5,5,3,4,4,4,2,5,4,5,4,4,5,1,5,2,1,5,2,5,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,2,Art
4,2,1,5,2,4,3,2,4,4,5,2,5,5,4,3,5,2,5,5,4,5,5,4,4,2,3,4,3,2,3,2,1,1,2,2,4,1,1,4,3,3,4,4,5,5,3,3,2,Accounting
1,5,1,3,3,5,3,5,5,5,5,1,2,3,2,2,3,2,3,2,4,5,2,4,3,5,5,5,5,5,5,5,2,4,4,3,5,4,1,4,1,5,1,1,1,3,1,1,3,Animal Science
5,4,1,3,2,5,3,2,5,5,4,5,5,5,4,4,4,4,5,5,4,5,2,4,4,5,4,4,4,2,5,4,1,1,2,1,2,2,3,3,3,3,2,2,2,2,3,2,3,history
2,2,1,2,1,1,1,1,4,5,5,5,5,4,5,3,1,1,5,3,4,3,5,4,3,4,3,4,4,4,4,4,1,3,3,4,3,3,2,4,2,2,3,2,2,3,1,2,2,nursing
2,2,1,4,1,1,1,2,4,4,4,4,3,3,3,2,3,4,3,4,3,4,3,3,5,1,4,4,3,1,3,1,3,1,2,1,3,1,3,1,3,2,3,1,4,4,3,1,2,Mathematics
4,1,1,1,1,1,1,1,5,2,1,1,1,1,3,1,1,1,5,1,1,4,1,3,4,4,3,1,3,1,3,1,1,5,1,4,1,4,1,1,1,4,1,1,1,1,1,1,2,Business
1,2,1,2,1,2,2,1,3,5,5,4,5,5,5,5,2,2,3,1,5,2,1,1,5,2,4,1,5,1,3,1,1,1,4,1,2,2,3,1,2,2,2,3,5,3,2,2,4,Geography
2,2,1,2,1,2,1,1,2,4,3,2,3,4,3,3,3,5,5,3,5,4,3,4,5,5,5,1,2,2,1,2,2,4,1,1,2,1,1,1,4,3,3,3,3,3,3,3,4,Economics
1,1,1,1,1,1,1,1,3,3,3,1,1,4,1,1,2,2,2,1,1,3,1,1,5,5,5,1,5,4,4,4,2,1,5,1,5,4,4,3,2,1,3,5,3,3,2,2,4,psychology
4,4,2,4,2,4,2,4,5,5,5,5,4,5,5,5,5,1,2,5,5,5,5,4,5,3,2,5,3,5,4,2,3,1,4,2,4,1,3,3,5,3,4,4,4,3,2,3,3,Biology
4,4,3,4,2,5,1,5,4,3,2,1,3,2,1,1,2,2,3,2,4,2,3,3,5,5,4,2,5,4,4,3,4,4,2,1,5,2,3,2,3,2,1,2,1,2,1,1,2,Religion
3,2,1,1,2,2,2,1,3,5,5,1,5,5,5,5,2,2,2,1,2,2,1,1,5,5,5,1,5,5,5,5,2,4,5,1,4,5,5,5,2,4,2,4,4,2,2,5,2,biology
5,4,2,5,1,3,3,4,4,4,2,4,1,3,3,1,3,3,2,4,4,5,3,1,5,5,5,4,5,4,5,4,3,5,3,2,3,4,3,4,3,3,2,1,1,4,3,1,2,psychology
1,1,1,1,1,1,1,1,5,5,4,4,4,3,4,2,2,5,4,4,5,3,5,5,4,5,5,5,5,5,5,4,2,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1,2,psychology
1,1,1,1,1,1,1,1,3,4,4,3,2,3,2,1,4,2,4,3,2,5,1,3,3,5,5,4,5,4,4,3,1,3,2,3,2,4,1,2,3,1,1,2,3,2,2,1,2,Health Sciences
1,3,1,1,1,1,1,1,5,3,5,5,5,3,5,1,2,1,4,2,5,1,1,3,3,4,2,3,2,4,4,3,1,1,2,4,1,1,3,1,1,1,1,2,3,4,1,1,2,Medical Laboratory Science
3,4,1,5,1,5,2,3,5,5,5,5,5,5,5,4,1,4,2,3,2,5,5,4,4,5,5,5,5,4,5,3,1,1,4,2,5,3,1,2,2,4,1,1,4,3,1,2,2,Neuroscience
1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,1,2,1,2,2,3,2,5,4,3,3,3,Finance
2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,4,4,4,2,4,4,2,4,4,5,4,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,bio
1,1,1,1,1,1,1,1,2,3,1,3,1,1,1,1,2,2,1,1,1,1,1,1,3,3,5,4,5,5,4,1,1,1,2,1,3,1,3,1,1,1,1,1,1,1,1,1,3,psychology
1,4,1,1,1,5,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,4,5,5,1,5,1,1,1,1,4,1,1,1,4,Electrical Engineering
1,1,1,1,1,1,1,1,4,3,2,2,1,1,1,1,1,1,1,1,1,3,1,1,3,3,2,2,5,3,4,2,2,3,2,1,1,3,3,3,1,2,1,1,1,2,1,1,3,child and adolescent development 
1,2,1,2,2,1,2,1,5,4,4,4,3,4,2,2,5,4,4,4,2,5,1,4,4,5,4,4,4,5,4,2,2,1,1,3,4,2,1,1,2,1,2,1,2,4,1,1,2,Medical Dietetics
5,4,4,5,3,4,4,4,2,3,3,3,3,3,3,3,1,1,2,1,1,1,3,3,3,4,4,4,4,2,3,3,4,2,3,3,3,3,4,3,3,4,4,3,4,4,4,3,2,Applied physics
3,3,1,3,1,4,3,3,5,5,4,4,4,1,3,1,3,1,2,1,1,3,5,1,5,4,5,4,5,4,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,Psychology
1,1,1,1,1,1,1,1,4,3,4,4,3,2,3,1,1,3,2,4,2,2,2,1,3,4,3,4,3,2,2,1,3,4,2,4,4,3,4,1,2,2,1,1,2,1,1,1,2,Dietetics
2,1,1,4,1,1,1,1,4,4,4,4,2,4,2,4,1,4,5,5,5,1,1,5,1,3,1,3,1,1,2,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,Visual and Performing Arts
4,4,2,4,5,4,5,4,5,5,1,5,5,5,5,1,4,2,1,1,2,4,4,4,2,5,5,5,5,5,5,2,2,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,2,Nursing 
3,4,1,3,3,5,4,5,4,5,4,2,2,4,2,4,5,5,1,5,4,5,3,5,4,2,1,5,3,1,2,2,4,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,2,Communications
2,1,1,2,1,1,2,1,5,4,2,5,4,3,3,1,3,4,3,4,3,5,5,3,2,5,4,4,5,4,3,3,1,2,2,3,3,1,2,2,2,3,2,3,2,3,2,2,3,Health Science/ Community Health Education
1,3,1,2,1,2,1,3,5,5,5,4,4,5,2,2,1,1,1,4,1,4,4,1,4,5,2,4,2,1,2,1,1,1,2,1,4,1,4,1,4,4,4,2,4,4,5,4,2,Finance
5,1,2,5,3,3,2,3,3,2,2,5,3,3,2,3,5,1,1,5,4,5,1,3,4,3,5,5,4,4,5,2,2,4,3,2,2,4,3,5,4,5,5,2,5,5,4,5,2,Computer Science
3,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,5,1,1,1,1,1,2,1,5,1,5,1,1,1,1,1,1,1,1,1,5,2,Political Science
1,1,1,1,1,1,1,1,4,5,4,4,1,5,3,5,1,2,5,2,4,2,1,4,4,5,4,1,4,4,5,1,1,3,1,1,2,4,1,1,1,1,1,1,1,1,1,1,3,Psychology
2,1,1,2,1,2,1,2,3,4,4,4,3,2,2,4,3,4,4,3,4,3,1,4,4,5,4,4,5,3,4,4,1,2,4,4,4,2,3,3,3,3,2,4,1,3,2,3,4,sociology
1,1,1,1,1,1,1,1,1,2,4,1,1,3,1,1,1,1,2,2,2,2,1,4,3,5,4,2,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,Education
1,1,1,1,1,1,1,1,4,4,2,2,2,2,1,1,4,4,4,4,4,4,2,4,5,4,5,5,5,4,4,4,2,1,2,2,1,2,4,1,1,1,1,1,1,1,1,1,3,Psychology
1,3,2,1,1,1,1,1,5,4,3,4,4,3,4,3,1,2,4,1,1,1,1,4,5,4,5,4,5,3,1,4,2,2,3,3,4,4,4,3,1,1,1,3,3,3,1,1,3,psychology
1,1,1,1,1,1,3,1,3,2,3,2,2,2,1,1,2,2,5,5,1,1,5,4,5,5,5,4,5,3,3,2,4,5,5,5,5,5,4,4,1,2,2,1,1,1,1,1,2,Dental Hygiene
4,3,1,4,4,5,2,4,4,4,4,3,2,3,2,3,4,5,3,5,4,5,5,5,3,4,3,5,3,4,3,1,3,4,1,4,3,5,3,3,1,2,1,2,2,4,3,1,2,undecided
3,1,1,1,1,3,1,1,5,5,4,5,5,5,5,2,1,1,1,1,1,1,1,1,5,5,5,5,3,5,3,4,1,1,1,1,3,1,2,1,3,1,2,2,5,5,3,2,2,Nursing
2,1,2,2,3,2,3,2,2,2,2,2,2,2,2,1,3,3,2,3,5,4,3,2,4,3,3,3,4,3,4,2,4,5,4,4,3,4,2,3,4,4,3,4,3,3,3,3,2,TRANSLATION
1,1,1,2,2,3,2,1,3,3,4,4,4,4,3,2,2,3,3,4,5,4,2,2,3,3,3,2,3,4,4,4,2,2,2,2,2,2,3,4,1,2,1,3,1,2,1,2,3,Organizational Management
2,4,5,4,4,5,4,4,4,4,5,2,4,4,4,4,3,2,3,3,1,5,5,4,5,3,5,4,5,5,5,5,3,3,4,5,4,5,4,5,4,3,4,4,2,3,4,4,3,criminal justice
2,1,1,2,1,3,1,1,1,4,3,2,1,3,1,1,1,1,5,1,3,1,3,4,4,2,3,2,4,5,3,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,digital media and web technology
3,4,1,3,3,4,4,4,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,2,3,3,2,1,1,3,1,1,1,2,1,1,2,1,4,3,2,2,3,3,3,3,2,3,English
1,1,1,1,1,4,1,1,3,2,3,3,3,2,3,1,3,3,1,4,4,4,1,3,2,4,5,2,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,psychology
1,1,1,1,1,1,1,1,5,4,4,5,5,4,5,1,1,2,2,1,2,1,2,3,4,4,5,4,5,5,5,4,2,2,3,2,3,3,4,2,2,2,1,2,1,1,1,2,2,psychology
4,1,1,3,1,3,1,3,4,4,4,5,4,4,4,3,2,4,4,5,5,3,1,4,5,5,5,3,5,5,5,5,5,3,1,5,2,3,4,2,5,3,5,5,4,4,4,1,3,Paralegal Studies
1,3,1,1,2,5,3,3,5,5,3,4,2,5,5,3,5,5,2,4,4,5,5,5,5,5,4,4,5,5,5,5,5,2,3,4,2,5,5,2,3,1,1,4,4,4,3,3,2,biology
1,1,1,1,1,1,1,1,3,2,2,3,3,1,2,1,3,3,2,4,5,4,1,2,4,5,4,4,5,4,2,1,3,3,4,2,4,3,2,1,4,3,4,3,3,3,2,1,3,liberal studies
1,2,1,1,1,2,1,1,0,3,1,1,1,2,1,1,5,4,1,4,2,5,1,1,3,5,4,3,4,5,4,5,1,1,1,1,1,3,2,3,1,1,1,1,1,2,1,1,3,General Education
1,1,1,1,1,1,1,1,3,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,4,3,2,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,psychology
2,2,1,3,3,2,3,3,5,3,1,4,2,3,2,2,2,4,3,4,3,3,3,3,3,3,3,4,3,1,3,2,2,3,2,4,5,2,3,2,4,2,1,3,5,4,4,2,2,accounting
3,3,1,1,1,1,3,4,3,2,1,3,1,2,1,1,1,1,1,1,1,1,4,1,3,5,5,2,5,3,2,3,4,4,4,4,4,5,4,2,2,2,2,3,1,2,3,2,2,Undeclared
4,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,3,4,4,3,4,3,5,4,5,4,4,3,4,5,4,4,5,5,4,4,4,5,4,4,4,5,4,5,2,Accountant
5,5,1,5,5,4,5,4,4,2,4,4,5,4,4,5,4,4,5,2,2,4,5,5,5,4,2,4,4,4,4,5,5,2,4,2,5,4,1,5,5,4,5,4,5,5,5,2,3,psychology
4,1,3,3,2,3,2,1,2,3,0,1,1,1,1,2,3,5,5,2,2,4,4,3,2,5,1,1,4,1,2,1,3,4,5,1,5,4,2,3,4,2,4,2,4,4,4,4,3,business management
2,2,2,2,2,2,3,2,1,4,3,2,1,3,1,4,3,3,4,3,3,2,4,4,4,5,2,2,3,4,4,2,3,3,3,2,2,3,3,3,3,2,2,2,3,3,2,2,2,design
4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,4,5,2,1,5,5,4,1,4,4,4,1,5,4,1,4,5,4,5,5,5,4,5,5,3,Computer Science
4,1,3,2,2,2,3,1,4,1,1,5,2,1,2,1,1,1,4,1,3,3,3,2,4,1,1,5,2,3,5,2,1,1,4,4,1,4,3,2,4,3,2,3,3,4,1,2,3,Pedagogical univercity 
3,1,1,1,1,1,1,1,5,4,3,5,4,3,5,1,3,4,1,1,1,1,1,1,5,5,5,1,4,3,3,3,1,1,2,1,3,1,1,1,4,3,3,3,4,1,1,3,2,Medicine
3,1,5,2,1,2,1,1,2,3,5,2,2,5,2,5,3,2,5,4,3,5,5,3,5,5,5,5,5,5,5,4,2,2,4,4,5,4,2,3,2,2,3,4,4,3,4,1,3,IT
3,4,2,3,2,2,3,2,2,4,2,4,2,2,3,2,4,4,3,2,2,2,2,1,4,3,1,5,1,2,3,3,4,4,4,3,4,4,3,5,4,4,4,2,2,3,3,3,3,business
4,2,1,4,2,2,2,2,4,4,2,2,2,2,2,1,2,3,2,2,5,3,3,2,4,1,4,2,5,3,4,1,1,2,2,1,2,2,3,3,1,2,1,4,1,1,1,1,3,psychology
2,1,3,4,2,4,4,3,2,3,4,3,4,4,4,3,2,2,2,1,2,2,3,2,3,4,3,4,3,3,4,4,1,2,4,3,4,4,3,4,2,4,5,3,4,3,4,3,3,Computer Engineering
4,3,2,5,1,5,4,3,4,3,3,3,2,3,3,2,4,4,4,4,3,4,4,5,3,3,3,4,4,4,4,1,3,4,4,3,4,4,4,3,1,2,1,2,1,1,2,1,3,economic
5,1,1,1,1,1,1,1,5,5,5,3,3,1,3,3,1,5,1,1,3,1,1,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,1,3,3,3,3,5,1,1,5,3,3,education
5,3,3,4,4,3,3,3,5,4,4,5,4,3,5,5,3,3,3,5,3,4,4,3,4,5,4,5,5,3,5,5,4,4,3,5,4,4,5,5,5,5,3,4,3,4,5,3,2,Biology
4,1,1,2,1,1,2,1,4,4,4,3,3,4,4,3,3,1,2,3,2,4,1,2,3,4,2,1,4,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,1,1,3,Youth Work
3,2,1,4,2,1,4,2,5,2,5,5,4,2,5,3,4,3,3,5,4,4,4,4,4,3,4,4,5,3,5,3,3,2,3,4,3,4,2,4,4,4,4,5,4,5,3,5,3,BS Medical Laboratory Technology
1,1,2,1,1,4,1,1,4,1,1,1,1,1,1,1,4,4,3,4,5,4,4,1,5,5,3,4,5,4,5,3,4,4,4,1,3,2,2,3,2,2,2,1,1,1,2,2,3,Kinesiology
1,1,1,1,1,2,1,1,4,4,5,3,4,4,4,4,1,1,2,1,1,4,1,1,4,4,4,2,4,1,1,1,1,1,3,1,3,2,3,2,3,3,3,3,3,3,3,3,2,psychology
5,1,1,1,1,1,1,1,5,5,5,5,5,1,5,1,1,1,1,1,1,4,1,1,1,5,1,5,1,5,1,5,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,2,Kinesiology
3,4,4,4,4,4,5,4,4,4,5,5,5,4,5,4,1,1,1,1,1,1,5,1,2,3,3,5,3,1,3,3,2,3,3,3,4,3,3,4,3,4,5,3,3,4,2,3,2,Engineering
5,4,1,4,4,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,4,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,3,3,3,2,4,2,3,3,Accounting
3,3,2,4,2,3,2,3,5,3,4,4,4,2,4,2,2,3,2,1,2,2,2,3,3,4,3,3,3,5,4,2,1,2,2,3,2,3,3,3,2,2,3,2,2,3,3,2,2,biology
3,4,1,3,2,4,2,4,5,5,5,5,5,5,5,4,4,4,5,5,4,5,5,5,3,5,5,1,4,3,3,4,1,2,1,5,1,1,1,2,1,1,1,2,1,1,1,1,2,nursing
1,1,4,2,1,1,1,1,1,3,4,4,4,5,4,4,1,4,5,5,5,4,5,4,4,5,4,4,5,4,4,3,3,3,3,2,4,4,2,5,2,4,4,1,2,1,1,2,2,advertising
1,3,1,3,1,4,1,4,3,4,3,5,4,3,3,4,2,5,4,5,5,4,5,4,4,4,5,5,5,4,4,4,3,1,5,2,4,2,5,1,1,1,3,4,3,1,3,3,3,Cybersecurity
1,1,1,1,1,1,1,1,4,3,2,4,3,2,3,2,1,1,1,1,1,1,1,1,5,4,4,3,4,2,4,3,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,3,Psychology
2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,3,1,3,3,3,3,3,1,2,3,4,3,4,1,5,3,4,3,5,3,4,3,5,4,5,3,2,Finance
3,3,4,5,5,3,4,4,5,5,3,3,3,3,2,4,5,5,3,0,5,5,5,5,5,5,3,4,5,5,4,5,4,5,5,3,5,5,5,4,3,5,5,5,5,5,4,3,2,History
3,2,1,1,2,1,3,2,2,2,2,2,3,4,3,1,1,1,2,2,1,1,4,1,2,5,3,4,4,3,2,1,1,4,3,1,3,5,1,2,1,4,3,2,2,5,2,2,3,Sports Management
1,1,1,1,1,1,1,1,3,5,5,4,4,5,5,4,1,1,2,1,1,3,1,1,2,1,5,1,4,3,5,1,2,1,1,1,2,1,2,1,3,1,1,3,3,1,2,2,2,Psychology
2,2,1,1,1,1,1,1,2,5,5,4,4,5,4,4,1,4,4,4,4,3,2,5,2,4,4,2,4,4,3,2,2,3,2,4,4,3,3,1,2,1,1,3,1,1,1,1,2,psychology
5,2,1,1,1,1,1,1,5,4,4,5,5,1,4,3,2,1,2,4,2,3,2,2,4,2,1,5,1,1,1,2,1,1,1,4,4,2,3,1,1,1,1,1,4,1,1,1,2,marketing
5,1,1,2,1,1,1,1,5,4,5,5,5,4,1,4,3,3,4,2,1,5,1,3,4,5,2,4,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,Artes Visuais
1,2,1,1,1,3,1,2,5,4,4,5,5,3,5,3,2,1,4,2,3,3,1,3,5,4,3,4,4,3,4,2,1,1,1,2,2,1,3,4,1,2,2,3,5,5,3,2,4,School Counseling
4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,4,4,5,4,2,4,2,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,3,psychology
1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,1,1,1,1,1,2,4,3,1,2,3,4,1,4,5,5,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,3,Education
2,1,1,1,1,1,2,1,3,4,1,3,2,3,2,2,5,5,5,4,3,3,5,4,3,5,3,3,5,3,4,3,4,3,4,4,5,4,3,2,2,2,2,4,3,1,2,2,2,creative advertising 
2,3,2,3,3,3,2,3,2,2,2,2,2,3,2,2,1,2,3,3,2,4,5,2,5,5,5,4,5,5,4,5,3,3,4,2,4,3,4,3,2,2,3,3,2,2,3,2,3,Leisure 
